"","bene_count","bene_count_ge65","bene_count_ge65_suppress_flag","description_flag","drug_name","ge65_suppress_flag","generic_name","npi","nppes_provider_city","nppes_provider_first_name","nppes_provider_last_org_name","nppes_provider_state","specialty_desc","total_30_day_fill_count","total_30_day_fill_count_ge65","total_claim_count","total_claim_count_ge65","total_day_supply","total_day_supply_ge65","total_drug_cost","total_drug_cost_ge65"
"736",11,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1801078696,"VIRGINIA BEACH","CHERYL","JETER","VA","Nurse Practitioner",15,NA,15,NA,419,NA,4347.86,NA
"737",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1194754739,"CHARLOTTESVILLE","JOHN","SHEMO","VA","Psychiatry",12,0,12,0,360,0,5163.21,0
"738",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1992974976,"RESTON","NEIL","CHATTERJEE","VA","Physical Medicine and Rehabilitation",39.5,NA,39,NA,1170,NA,517.34,NA
"739",20,NA,"*","S","METHADONE HCL","","METHADONE HCL",1831317593,"ASHBURN","MAHSIN","HABIB","VA","Internal Medicine",62.4,12.4,62,12,1672,308,2242.42,429.82
"740",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1801816079,"MIDLOTHIAN","KELLY","MCDONALD","VA","Pediatric Medicine",25.5,11,23,11,765,330,415.25,150.7
"741",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1255392528,"FREDERICKSBURG","KIA","WILLIAMS","VA","Nurse Practitioner",54,0,54,0,1443,0,745.24,0
"742",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1427127042,"CHARLOTTESVILLE","STACEY","ANDERSON","VA","Endocrinology",12,12,12,12,360,360,319.84,319.84
"743",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1518905884,"MIDLOTHIAN","MARIO","GOMEZ","VA","Psychiatry",29,0,29,0,740,0,10254.86,0
"744",12,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1518967207,"STAFFORD","THOMAS","RALEY","VA","Orthopedic Surgery",63,NA,63,NA,1816,NA,1035.28,NA
"745",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1821077199,"WINCHESTER","PAIGE","PATTERSON","VA","Family Practice",23,12,23,12,673,360,465.39,138.56
"746",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1669446803,"CHARLOTTESVILLE","DUNCAN","MACFARLAN","VA","Family Practice",12,12,12,12,340,340,160.79,160.79
"747",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1326027012,"WYTHEVILLE","JAMES","MCCONNELL","VA","Internal Medicine",78,40,78,40,2208,1138,25407.16,11584.29
"748",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1588877609,"WINCHESTER","MARIA","READ","VA","Nurse Practitioner",12,0,12,0,360,0,245.4,0
"749",NA,NA,"#","T","NALTREXONE HCL","#","NALTREXONE HCL",1407883689,"GLEN ALLEN","JEFFREY","SICAT","VA","Internal Medicine",36,NA,24,NA,1080,NA,1112.71,NA
"750",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1417924101,"CHRISTIANSBURG","ROBERT","ROTCHE","VA","Hematology/Oncology",14,NA,14,NA,398,NA,325.4,NA
"751",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1760527469,"FAIRFAX","THOMAS","FOGARTY","VA","Psychiatry",13,0,13,0,390,0,145.43,0
"752",NA,NA,"#","S","NALTREXONE HCL","#","NALTREXONE HCL",1760449193,"RICHMOND","PETER","COLEMAN","VA","Family Practice",24,NA,18,NA,720,NA,980.51,NA
"753",33,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1982623385,"LEBANON","MARGARET","GREGORCZYK","VA","General Practice",378,29,378,29,2845,335,24562.28,2692.67
"754",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1396744488,"WOODSTOCK","GREGORY","BYRD","VA","Internal Medicine",11,NA,11,NA,329,NA,184.45,NA
"755",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1356335301,"LEESBURG","GEETHA","PILLAI","VA","Internal Medicine",14,NA,14,NA,420,NA,110.7,NA
"756",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1184680415,"HERNDON","DEBORAH","NELSON","VA","Physician Assistant",46,NA,38,NA,1345,NA,933.16,NA
"757",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1891789426,"POTOMAC FALLS","FERNANDO","MENDEZ","VA","Physician Assistant",25,12,25,12,750,360,544.99,194.69
"758",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1225036502,"ROANOKE","CLIFFORD","CULPEPPER","VA","Nephrology",12,0,12,0,360,0,259.37,0
"759",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1922093905,"ROANOKE","CONRAD","DAUM","VA","Psychiatry",11,0,11,0,318,0,961.66,0
"760",NA,NA,"*","T","METHADONE HCL","","METHADONE HCL",1215347349,"CHARLOTTESVILLE","DOUGAS","THAGGARD","VA","Student in an Organized Health Care Education/Training Program",12,12,12,12,337,337,608.48,608.48
"761",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1144214958,"WARRENTON","ASHUTOSH","DIWAN","VA","Family Practice",22,0,22,0,320,0,1653.23,0
"762",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1902864374,"BLACKSBURG","ROBERT","SOLOMON","VA","Internal Medicine",12,12,12,12,360,360,188.73,188.73
"763",15,NA,"*","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1023197688,"PURCELLVILLE","CAROL","HARKRADER","VA","Psychiatry & Neurology",159.1,46,159,46,3064,873,23623.13,4434.32
"764",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1174518047,"GORDONSVILLE","DAVID","COX","VA","Family Practice",12,12,12,12,360,360,269.5,269.5
"765",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1346391380,"SPRINGFIELD","CELERINO","MAGBUHOS","VA","Internal Medicine",41,NA,41,NA,930,NA,1713.32,NA
"766",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1730220120,"CHARLOTTESVILLE","ALAN","DALKIN","VA","Endocrinology",12,0,12,0,360,0,809.64,0
"767",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1720330087,"HARRISONBURG","CAROLE","FUNK","VA","Nurse Practitioner",11,NA,11,NA,308,NA,3825.49,NA
"768",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1720238967,"MONETA","CAREY","COLE","VA","Nurse Practitioner",13,0,13,0,384,0,1032.17,0
"769",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1538240759,"RICHMOND","JAMES","LEVENSON","VA","Psychiatry",12.3,12.3,12,12,368,368,176.39,176.39
"770",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1487723003,"CHARLOTTESVILLE","SCOTT","CHIRICHETTI","VA","Physical Medicine and Rehabilitation",25,0,25,0,740,0,624.57,0
"771",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1164409652,"ROANOKE","JOHN","DAUGHERTY","VA","Family Practice",30,NA,30,NA,900,NA,654.49,NA
"772",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1669451258,"SALEM","GARY","GLONTZ","VA","Internal Medicine",55,34,55,34,1638,1008,1050.9,529.9
"773",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1922431014,"RICHMOND","MEGAN","WIND","VA","Nurse Practitioner",26,26,26,26,765,765,309.09,309.09
"774",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1720069354,"WIRTZ","GEORGE","CHACONAS","VA","Family Practice",12,12,12,12,360,360,214.7,214.7
"775",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1366534349,"VIRGINIA BEACH","MATTHEW","LEYTON","VA","Physical Medicine and Rehabilitation",14,0,14,0,392,0,5337.32,0
"776",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1942272083,"ROANOKE","CLIFFORD","NOTTINGHAM","VA","Family Practice",23.7,23.7,17,17,710,710,761.47,761.47
"777",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1740264803,"FOREST","LEAH","HINKLE","VA","Family Practice",32,0,31,0,960,0,799.38,0
"778",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1710983408,"FREDERICKSBURG","ALFRED","BOULWARE","VA","Internal Medicine",15,0,15,0,414,0,3722.24,0
"779",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1639197346,"CHARLOTTESVILLE","BRIAN","UTHLAUT","VA","Internal Medicine",16,NA,16,NA,466,NA,468.32,NA
"780",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1093700056,"RICHMOND","SARA","BREEDEN","VA","Family Practice",15,0,15,0,362,0,328.36,0
"781",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1457323594,"ROANOKE","WILLIAM","HARRIS","VA","Family Practice",15,0,15,0,450,0,236,0
"782",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1922000132,"CHARLOTTESVILLE","AKHTAR","PURVEZ","VA","Pain Management",14,NA,14,NA,396,NA,6609.45,NA
"783",NA,NA,"*","S","RELISTOR","","METHYLNALTREXONE BROMIDE",1174853576,"RICHMOND","AYNI","SHARIF","VA","Physician Assistant",24,13,24,13,690,382,51353.75,27385.82
"784",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1225090509,"MARION","ROBERT","CLAMPITT","VA","Family Practice",13,0,13,0,390,0,251.69,0
"785",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1316912991,"RICHMOND","DAMIAN","COVINGTON","VA","Family Practice",61,NA,59,NA,1830,NA,817.04,NA
"786",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1881666899,"STANLEY","R. DAVID","LEE","VA","Family Practice",109,24,109,24,3159,660,2541.04,203.62
"787",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1831532084,"SPRINGFIELD","JENNIFER","WINCHESTER","VA","Family Practice",18.1,NA,18,NA,273,NA,3945.67,NA
"788",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1275554115,"NASSAWADOX","JOHN","BULETTE","VA","Psychiatry",14,14,14,14,373,373,1956.69,1956.69
"789",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1720182157,"HAMPTON","HAROLD","CLOUD","VA","Family Practice",12,0,12,0,360,0,409.2,0
"790",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1558408880,"CHANTILLY","AYSE","TURGUT","VA","Family Practice",18,NA,16,NA,540,NA,693.72,NA
"791",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1326026816,"CHESTERFIELD","DENNIS","PETROCELLI","VA","Psychiatry & Neurology",27,0,27,0,810,0,16443.14,0
"792",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1679800643,"CHRISTIANSBURG","CHARLENE","JORDAN","VA","Nurse Practitioner",18,0,18,0,540,0,895.74,0
"793",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1558309583,"MADISON","WILLIAM","LAFFOND","VA","Family Practice",35,24,35,24,1041,720,742.13,415.16
"794",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1841409588,"RICHMOND","SHAMA","SAIYED","VA","Psychiatry",16,0,16,0,269,0,3087.09,0
"795",NA,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1275542441,"ALEXANDRIA","LLEWELLYN","BIGELOW","VA","Psychiatry",14,NA,12,NA,420,NA,433.09,NA
"796",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1598846123,"RICHMOND","CAROLYN","PEEL","VA","Family Practice",26,NA,26,NA,768,NA,531.71,NA
"797",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1730279373,"RICHMOND","SHERMAN","BAKER","VA","Hematology/Oncology",53.2,36.2,50,33,1581,1071,840.12,401.05
"798",22,NA,"*","S","METHADONE HCL","","METHADONE HCL",1518969138,"WYTHEVILLE","SANJAY","MEHTA","VA","Internal Medicine",164,29,164,29,4886,855,4758.8,710.2
"799",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1811165764,"LIVELY","CHRISTINE","COLLINS","VA","Nurse Practitioner",23,12,23,12,675,345,756.8,134.4
"800",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1588720213,"CHARLOTTESVILLE","MATTHEW","GOODMAN","VA","Internal Medicine",26,15,26,15,765,435,429.44,170.12
"801",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1932209335,"FARMVILLE","TIMOTHY","CORBETT","VA","Family Practice",29,NA,29,NA,814,NA,745.81,NA
"802",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1710983283,"RICHMOND","CHARLES","BONNER","VA","Physical Medicine and Rehabilitation",46,0,46,0,1235,0,21175.24,0
"803",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1992746739,"RUCKERSVILLE","DAVID","DUANI","VA","Family Practice",12,12,12,12,328,328,219.8,219.8
"804",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1548250871,"RICHMOND","MEREDITH","RAGAN","VA","Nurse Practitioner",17,0,17,0,510,0,1201.6,0
"805",NA,NA,"*","T","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1992790406,"BLACKSBURG","JANN","HOLWICK","VA","Internal Medicine",97,13,97,13,2471,301,45559.68,5113.55
"806",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1447270616,"STUARTS DRAFT","DENNIS","HATTER","VA","General Practice",38.3,NA,38,NA,1149,NA,505.94,NA
"807",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1366449902,"WAYNESBORO","ANN","HENRY","VA","Rheumatology",36,NA,28,NA,1009,NA,780.39,NA
"808",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1942450002,"ROANOKE","JOSEPH","FERRARA","VA","Neurology",13.2,0,13,0,345,0,409.68,0
"809",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1417117391,"AYLETT","JENNIFER","STIRGWOLT","VA","Family Practice",21,0,21,0,611,0,409.91,0
"810",18,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1922051705,"ABINGDON","BRIAN","MAGGARD","VA","Emergency Medicine",50.1,0,50,0,516,0,1938.11,0
"811",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1477574549,"WOODBRIDGE","HUSAM","ALATHARI","VA","Psychiatry",51.9,0,50,0,617,0,10811.95,0
"812",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1932119468,"WYTHEVILLE","MICHAEL","STOKER","VA","Family Practice",24,0,24,0,302,0,3215.6,0
"813",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1679917314,"MANASSAS","DARRYL","MARKOWITZ","VA","Physician Assistant",29,NA,29,NA,809,NA,9470.92,NA
"814",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1588762611,"LEBANON","KARL","LEWIS","VA","Emergency Medicine",26,0,26,0,34,0,254.07,0
"815",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1912062142,"CHANTILLY","DONALD","BARTLETT","VA","Psychiatry",23,NA,22,NA,479,NA,6136.91,NA
"816",NA,0,"","S","ZUBSOLV","","BUPRENORPHINE HCL/NALOXONE HCL",1467683300,"ABINGDON","SETH","THOMPSON","VA","Neuropsychiatry",26,0,26,0,566,0,12098.9,0
"817",NA,NA,"*","S","VIVITROL","*","NALTREXONE MICROSPHERES",1316107931,"ROANOKE","ROOPA","SETHI","VA","Psychiatry",19,NA,19,NA,532,NA,25439.63,NA
"818",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1710957899,"ARLINGTON","JOHN","MOLAIY","VA","Family Practice",14,NA,14,NA,394,NA,4034.47,NA
"819",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1336132265,"LURAY","JAMES","DALE","VA","Internal Medicine",23,NA,23,NA,635,NA,314.56,NA
"820",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1558343665,"NORFOLK","LESLIE","OPPLEMAN","VA","Internal Medicine",16,0,16,0,480,0,251.65,0
"821",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1245275346,"CHARLOTTE COUTHHOUSE","MARIAN","HAHESY CALHOUN","VA","Family Practice",21,0,21,0,630,0,467.77,0
"822",62,18,"","S","METHADONE HCL","","METHADONE HCL",1295727105,"PORTSMOUTH","DONALD","HOLZER","VA","Neurology",263,87,252,87,7826,2609,8644.33,3631.58
"823",NA,NA,"#","S","SUBOXONE","#","BUPRENORPHINE HCL/NALOXONE HCL",1164419982,"VIRGINIA BEACH","ROBERT","MITCHELL, JR.","VA","Psychiatry",18,NA,18,NA,525,NA,5100.4,NA
"824",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1982691382,"BASTIAN","NANCY","DAVIDSON","VA","Nurse Practitioner",12,0,12,0,360,0,341.01,0
"825",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1659474740,"RICHMOND","ANTHONY","FIERRO","VA","Family Practice",12,12,12,12,360,360,196.68,196.68
"826",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1821097130,"LEBANON","ALFREDO","CERVANTES","VA","Psychiatry & Neurology",13,0,13,0,135,0,2552.71,0
"827",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1003044694,"ROANOKE","LINDSAY","WILSON","VA","Family Practice",37,NA,34,NA,1108,NA,445.88,NA
"828",NA,NA,"#","S","RELISTOR","#","METHYLNALTREXONE BROMIDE",1154499069,"WOODBRIDGE","GHAZALEH","ARAM","VA","Gastroenterology",20,NA,20,NA,296,NA,10520.41,NA
"829",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1558341248,"FISHERSVILLE","PATRICK","BAROCO","VA","Internal Medicine",16.2,16.2,16,16,486,486,383.71,383.71
"830",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1417912593,"ALEXANDRIA","ABRAHAM","ASMAMAW","VA","Physical Medicine and Rehabilitation",25,0,25,0,637,0,11796.06,0
"831",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1801079306,"FRIES","KELLY","VANDYKE","VA","Family Practice",19,19,19,19,570,570,338.1,338.1
"832",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1063497469,"CHARLOTTESVILLE","DENISE","CROSSON","VA","Nurse Practitioner",47,NA,47,NA,1351,NA,1044.36,NA
"833",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1841506227,"HAMPTON","ALKESH","GAJJAR","VA","Psychiatry",14,0,14,0,379,0,6656.46,0
"834",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1245201045,"RICHMOND","GHULAM","QURESHI","VA","Hematology/Oncology",21,0,21,0,500,0,826.51,0
"835",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1093758534,"PALMYRA","PAIGE","NOLTE","VA","Internal Medicine",12,12,12,12,360,360,577.17,577.17
"836",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1801909734,"FAIRFIELD","BETH","CULLEN","VA","Nurse Practitioner",11,NA,11,NA,253,NA,125.27,NA
"837",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1730209644,"PULASKI","MOSES","QUINONES","VA","Internal Medicine",104,0,103,0,2303,0,29712.43,0
"838",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1245237791,"NORFOLK","BEVERLY","ROBERTS-ATWATER","VA","Physical Medicine and Rehabilitation",26,NA,26,NA,720,NA,9977.23,NA
"839",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1609912351,"RICHMOND","JAWAD","BHATTI","VA","Internal Medicine",14,0,14,0,255,0,4365,0
"840",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1073789640,"LYNCHBURG","ANDREA","STUTESMAN","VA","Physical Medicine and Rehabilitation",24,24,24,24,720,720,416.28,416.28
"841",NA,0,"","T","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1821097130,"LEBANON","ALFREDO","CERVANTES","VA","Psychiatry & Neurology",16,0,16,0,264,0,1393.01,0
"842",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1265878755,"VIRGINIA BEACH","KIERSTEN","MILLS","VA","Physician Assistant",29.8,13,28,13,846,364,11113.22,3687.81
"843",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1144480989,"RESTON","NITEESH","BHARARA","VA","Physical Medicine and Rehabilitation",26,12,26,12,780,360,421.85,175.5
"844",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1235100025,"PENNINGTON GAP","WAYNE","VANZEE","VA","Internal Medicine",125,0,125,0,2155,0,2324.32,0
"845",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1881995876,"CHINCOTEAGUE ISLAND","CHAD","MUNTZINGER","VA","Physician Assistant",14.3,0,14,0,323,0,590.86,0
"846",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1538237938,"RESTON","ANNA","KRASZEWSKA","VA","Internal Medicine",11,NA,11,NA,134,NA,291.35,NA
"847",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1457365124,"SOUTH BOSTON","MARIE","KETCHERSID","VA","Internal Medicine",11,0,11,0,330,0,833.89,0
"848",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1841308509,"ALEXANDRIA","LESLIE","WILLIAMS","VA","Neurology",30,NA,30,NA,900,NA,1117.63,NA
"849",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1629037718,"FRONT ROYAL","FLOYD","BRADD","VA","Family Practice",25,13,25,13,750,390,741.8,297.8
"850",NA,NA,"*","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1487878534,"RICHMOND","ELMER","NEIL","VA","Diagnostic Radiology",26,13,26,13,780,390,3422,1716.4
"851",20,NA,"*","S","METHADONE HCL","","METHADONE HCL",1295924538,"MARTINSVILLE","VANESSA","HAIRSTON","VA","Nurse Practitioner",189.1,28.1,182,27,5521,844,5969.75,1127.37
"852",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1891867396,"BERRYVILLE","EDWIN","CZOVEK","VA","Physician Assistant",23,0,23,0,675,0,1732.27,0
"853",16,NA,"*","S","METHADONE HCL","","METHADONE HCL",1144281148,"MARTINSVILLE","JAMES","ISERNIA","VA","Internal Medicine",157.2,32,157,32,4517,960,3926.96,648.08
"854",32,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1386670461,"COEBURN","GUCHARAN","KANWAL","VA","Internal Medicine",137.4,15.1,137,15,2099,308,35826.69,5442.24
"855",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1508871237,"WOODSTOCK","CLAUDIA","METHVIN","VA","Family Practice",13,0,13,0,390,0,183.5,0
"856",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1255372231,"WOODBRIDGE","SYED","HASSAN","VA","Family Practice",11,0,11,0,147,0,2121.76,0
"857",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1760825533,"CHARLOTTESVILLE","ANDREA","SMITH","VA","Internal Medicine",13,NA,13,NA,362,NA,249.98,NA
"858",19,NA,"*","S","METHADONE HCL","","METHADONE HCL",1477538734,"MARTINSVILLE","CAREN","AARON","VA","Internal Medicine",211.6,69,204,65,6327,2070,7193.68,1805.8
"859",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1205996782,"FAIRFAX","DAVID","LIPPS","VA","Neurology",21,0,21,0,572,0,1228.73,0
"860",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1104864172,"RICHMOND","JEFFREY","GRAVES","VA","Internal Medicine",12.1,12.1,12,12,363,363,241.9,241.9
"861",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1538364856,"ABINGDON","THOMAS","SUTTON","VA","Pain Management",14,NA,14,NA,404,NA,5370.58,NA
"862",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1619053659,"RICHMOND","ROBERT","HIGGINSON","VA","Physician Assistant",17,0,17,0,510,0,272.71,0
"863",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1972541548,"CHARLOTTESVILLE","MARK","NIEHAUS","VA","Internal Medicine",16,NA,16,NA,480,NA,265.01,NA
"864",NA,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1871555680,"RICHMOND","RACHEL","WALLER","VA","Internal Medicine",13,13,13,13,390,390,323.55,323.55
"865",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1992730832,"WASHINGTON","JERRY","MARTIN","VA","Family Practice",70.4,22.3,69,22,1807,548,2460.38,774.96
"866",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1134236763,"SALEM","ANTHONY","DRAGOVICH","VA","Pain Management",12,0,12,0,341,0,4792.93,0
"867",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1235539354,"FAIRFAX","COLLEEN","MCELHINNEY","VA","Physician Assistant",20,NA,20,NA,562,NA,7854.54,NA
"868",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1821070475,"SALEM","STELLA","BASSEY","VA","Psychiatry",13,0,13,0,364,0,1257.87,0
"869",NA,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1083697502,"LYNCHBURG","EUGENE","WOLANSKI","VA","Internal Medicine",12,12,12,12,360,360,286.34,286.34
"870",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1457549156,"ARLINGTON","ASSAF","GORDON","VA","Physical Medicine and Rehabilitation",16.3,NA,16,NA,481,NA,279.73,NA
"871",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1609877380,"HARRISONBURG","DEBORAH","NIO","VA","Family Practice",12,0,12,0,360,0,191.4,0
"872",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1598801078,"ARLINGTON","PATRICIA","ROY","VA","Psychiatry",24,0,24,0,171,0,993.2,0
"873",11,NA,"*","S","METHADONE HCL","","METHADONE HCL",1003812082,"VIRGINIA BEACH","BETH","WINKE","VA","Physical Medicine and Rehabilitation",56,14,52,14,1680,420,2161.29,188.96
"874",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1104913797,"CHARLOTTESVILLE","CHARLES","MOSELEY","VA","Psychiatry",12,0,12,0,339,0,3364.8,0
"875",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1033221379,"CHARLOTTESVILLE","HOLLY","JOHNSON","VA","Family Practice",18,0,18,0,375,0,7999.52,0
"876",18,NA,"*","S","METHADONE HCL","","METHADONE HCL",1710983283,"RICHMOND","CHARLES","BONNER","VA","Physical Medicine and Rehabilitation",133,30,133,30,3951,866,2841.57,551.31
"877",12,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1124090022,"VIRGINIA BEACH","MARK","SCHREIBER","VA","Psychiatry",34,11,34,11,765,330,864.71,350.58
"878",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1295802718,"FALLS CHURCH","CISSY","POTTANAT","VA","Geriatric Medicine",24.6,NA,19,NA,693,NA,5931.35,NA
